city,lat,lon,start,lost,liberated,changes,theatre,anchor,fronts,source,note
Тихвин,59.6396,33.5414,empire,1941-11-08,1941-12-09,,СССР,yes,4-я отдельная армия; Тихвинская операция,"общеизвестная хроника Тихвинской операции 1941; общеизвестная хроника Тихвинской наступательной операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Тихорецк,45.8564,40.1147,empire,1942-08-04,1943-01-30,,СССР,yes,СКФ; Северо-Кавказская операция,"общая хроника Битвы за Кавказ 1942; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Торопец,56.5000,31.6333,empire,1941-08-29,1942-01-21,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Тосно,59.5417,30.8767,empire,1941-08-28,1944-01-26,,СССР,yes,,"общая хроника обороны Ленинграда 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Тукумс,56.9667,23.1500,empire,1941-06-30,1945-05-08,1941-06-30:foreign;1944-07-30:empire;1944-08-21:foreign;1945-05-08:empire,СССР,yes,1 ПрибФ; Шяуляйская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф","город вновь занят противником после освобождения; повторно занят немцами в августе 1944 г. в ходе контрудара, окончательно освобождён при капитуляции курляндской группировки; без этой строки город оставался бы красным всю оккупацию: справочник даёт ему только освобождение 30.07.1944, потерю 21.08.1944 и освобождение 08.05.1945 (курляндский коридор)"
Умань,48.7484,30.2214,empire,1941-08-01,1944-03-10,,СССР,yes,2 УФ; Уманско-Ботошанская операция,"ru.wikipedia.org: Сражение под Уманью; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","уманский котёл замкнут 03.08.1941, дата взятия самого города ориентировочная"
Утена,55.5000,25.6000,empire,1941-06-26,1944-07-30,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Ухта-Калевала,65.2000,31.1667,empire,1941-07-14,1944-09-19,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Феодосия,45.0333,35.3833,empire,1941-11-03,1944-04-13,1941-11-03:foreign;1941-12-29:empire;1942-01-18:foreign;1944-04-13:empire,СССР,yes,"ЗакФ, силы ЧФ; Керченско-Феодосийская десантная операция","общая хроника обороны Крыма 1941; pamyat-naroda.ru: Керченско-Феодосийская десантная операция; warspot.ru: Феодосийский десант; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",вновь занята немцами после провала советского контрудара; город вновь занят противником после освобождения; окончательное освобождение
Харьков,49.9935,36.2304,empire,1941-10-24,1943-08-23,1941-10-24:foreign;1943-02-16:empire;1943-03-16:foreign;1943-08-23:empire,СССР,yes,ВорФ; Харьковская операция,"общеизвестная хроника Харьковской оборонительной операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","город вновь занят противником после освобождения; город менял хозяев 4 раза: занят немцами 25.10.1941, освобождён 16.02.1943, вновь занят 16.03.1943, окончательно освобождён 23.08.1943"
Херсон,46.6354,32.6169,empire,1941-08-19,1944-03-13,,СССР,yes,3 УФ; Березнеговато-Снигирёвская операция,"общая хроника Битвы за Днепр 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Холм,57.1442,31.1800,empire,1941-08-02,1944-02-21,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","Холмский котёл, деблокирован вермахтом 05.05.1942"
Цесис,57.3167,25.2667,empire,1941-07-04,1944-09-26,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Черкассы,49.4444,32.0598,empire,1941-08-20,1943-12-14,,СССР,yes,2 УФ; операция по расширению плацдарма на правом берегу Днепра,"общая хроника Битвы за Днепр 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","дата ориентировочная, требует уточнения по первоисточнику"
Чернигов,51.4982,31.2893,empire,1941-09-09,1943-09-21,,СССР,yes,ЦФ; Черниговско-Припятская операция,"ru.wikipedia.org: Битва за Чернигов (1941); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",бои за город начались 28.08.1941
Черновцы,48.2921,25.9358,empire,1941-07-05,1944-03-29,,СССР,yes,1 УФ; Проскуровско-Черновицкая операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Чудово,59.1214,31.6767,empire,1941-08-20,1944-01-29,,СССР,yes,,"общая хроника обороны Ленинграда 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Шепетовка,50.1833,27.0667,empire,1941-07-06,1944-02-11,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Шлиссельбург,59.9508,31.0362,empire,1941-09-08,1943-01-18,,СССР,yes,,"общеизвестная хроника обороны Ленинграда 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",начало сухопутной блокады Ленинграда; взятие 08.09.1941 замкнуло блокаду Ленинграда; операция «Искра»
Шостка,51.8667,33.4833,empire,1941-09-25,1943-09-03,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Шяуляй,55.9349,23.3140,empire,1941-06-26,1944-07-27,,СССР,yes,1 ПрибФ; Шяуляйская операция,"общая хроника обороны Прибалтики 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Элиста,46.3155,44.2708,empire,1942-08-12,1942-12-31,,СССР,yes,Сталинградский фронт; контрнаступление под Сталинградом,"ru.wikipedia.org: Битва за Кавказ (1942-1943); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Юхнов,54.7461,35.2417,empire,1941-10-05,1942-03-05,,СССР,yes,,"общая хроника Вяземской операции 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Ялта,44.4952,34.1668,empire,1941-11-08,1944-04-15,,СССР,yes,Отдельная Приморская армия; Крымская операция,"общая хроника обороны Крыма 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Астрахань,46.3497,48.0408,empire,,,,СССР (не оккупирован),yes,,общая хроника Сталинградской битвы 1942,не была достигнута немецкими войсками
Владикавказ (Орджоникидзе),43.0225,44.6820,empire,,,,СССР (не оккупирован),yes,,общая хроника Битвы за Кавказ 1942,"немецкое наступление остановлено под Гизелью, пригород Владикавказа, ноябрь 1942"
Геленджик,44.5622,38.0764,empire,,,,СССР (не оккупирован),yes,,общая хроника Битвы за Кавказ 1942,
Грозный,43.3169,45.6981,empire,,,,СССР (не оккупирован),yes,,общая хроника Битвы за Кавказ 1942,не был достигнут немецкими войсками
Кандалакша,67.1522,32.4098,empire,,,,СССР (не оккупирован),yes,,общая хроника обороны Заполярья 1941-1944,немецко-финское наступление остановлено на дальних подступах
Ленинград,59.9343,30.3351,empire,,,,СССР (не оккупирован),yes,,общеизвестная хроника блокады Ленинграда 1941-1944,"город не был взят, блокада 08.09.1941-27.01.1944"
Лоухи,66.0667,33.0333,empire,,,,СССР (не оккупирован),yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",мурманская дорога здесь удержана
Москва,55.7558,37.6173,empire,,,,СССР (не оккупирован),yes,,общеизвестная хроника битвы за Москву 1941-1942,
Мурманск,68.9585,33.0827,empire,,,,СССР (не оккупирован),yes,,общая хроника обороны Заполярья 1941-1944,
Сталинград,48.7080,44.5133,empire,,,,СССР (не оккупирован),yes,ДонФ; операция «Кольцо» по уничтожению окружённой группировки противника,"общеизвестная хроника Сталинградской битвы 1942-1943; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","город частично занят вермахтом (большая часть застройки к нояб.1942), но полностью не взят; окружён и деблокирован операциями Уран/Кольцо; город не был оккупирован полностью; 11 ноября 1942 г. - дата максимального продвижения немцев (частичный захват)"
Туапсе,44.1069,39.0742,empire,,,,СССР (не оккупирован),yes,,общая хроника Туапсинской оборонительной операции 1942,"устоял, несмотря на наступление сент-дек. 1942"
Тула,54.1961,37.6182,empire,,,,СССР (не оккупирован),yes,,общеизвестная хроника обороны Тулы 1941,"город устоял, несмотря на осаду"
Актюбинск,50.2800,57.1700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Архангельск,64.5400,40.5400,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Баку,40.4100,49.8700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Батуми,41.6400,41.6400,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Беломорск,64.5300,34.7700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Бологое,57.8800,34.0600,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Борисоглебск,51.3700,42.0800,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Валдай,57.9800,33.2500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Владимир,56.1300,40.4100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Вологда,59.2200,39.8900,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Волхов,59.9200,32.3400,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Горький,56.3300,44.0000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Гурьев,47.1000,51.9200,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Дербент,42.0600,48.2900,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Ереван,40.1800,44.5100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Загорск,56.3100,38.1300,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Иваново,56.9900,40.9700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Казань,55.7900,49.1100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Камышин,50.0900,45.4000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Кемь,64.9500,34.5900,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Кизляр,43.8500,46.7200,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Киров,58.6000,49.6600,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Кировабад,40.6800,46.3600,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Коломна,55.0900,38.7600,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Кострома,57.7700,40.9300,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Котлас,61.2500,46.6500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Красноводск,40.0200,53.0000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Кронштадт,59.9900,29.7700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Куйбышев,53.2000,50.1500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Кутаиси,42.2700,42.7000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Ленкорань,38.7500,48.8500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Липецк,52.6100,39.6000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Лодейное Поле,60.7300,33.5500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Махачкала,42.9800,47.5000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Мичуринск,52.9000,40.4900,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Нарьян-Мар,67.6400,53.0100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Нахичевань,39.2100,45.4100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Нукус,42.4600,59.6100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Ораниенбаум,59.9100,29.7600,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Оренбург,51.7700,55.1000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Осташков,57.1500,33.1100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Пенза,53.2000,45.0000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Пермь,58.0100,56.2500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Полярный,69.1990,33.4500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Пудож,61.8100,36.5300,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Рыбинск,58.0500,38.8600,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Рязань,54.6300,39.7400,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Саратов,51.5300,46.0300,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Сегежа,63.7400,34.3100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Серпухов,54.9200,37.4100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Сочи,43.6000,39.7300,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Сухуми,43.0000,41.0200,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Сыктывкар,61.6700,50.8100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Тамбов,52.7200,41.4500,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Тбилиси,41.7200,44.7900,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Уральск,51.2300,51.3700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Урюпинск,50.7900,42.0100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Уфа,54.7400,55.9700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Ухта,63.5700,53.6900,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Череповец,59.1300,37.9100,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Черкесск,44.2300,42.0600,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Элиста-восток,46.3000,45.5000,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Ярославль,57.6300,39.8700,empire,,,,СССР (тыл),yes,,тыловой опорный якорь: линия фронта сюда не доходила,"опора поля, не событие"
Прага,50.0755,14.4378,foreign,,1945-05-09,,Чехия,yes,,https://ru.wikipedia.org/wiki/Пражская_операция,"1-й,  2-й и 4-й Украинские фронты; после капитуляции Германии 8.05,  уже в ходе Пражского восстания"
Банска-Бистрица,48.7395,19.1535,foreign,,1945-03-25,,Чехословакия,yes,,https://ru.wikipedia.org/wiki/Западно-Карпатская_операция,Западно-Карпатская операция
Братислава,48.1486,17.1077,foreign,,1945-04-04,,Чехословакия,yes,,https://ru.wikipedia.org/wiki/Братиславско-Брновская_операция,2-й Украинский фронт
Брно,49.1951,16.6068,foreign,,1945-04-26,,Чехословакия,yes,,https://ru.wikipedia.org/wiki/Братиславско-Брновская_операция,2-й Украинский фронт
Градец-Кралове,50.2100,15.8300,foreign,,1945-05-09,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Жилина,49.2200,18.7400,foreign,,1945-04-30,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Зволен,48.5700,19.1300,foreign,,1945-03-14,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Йиглава,49.4000,15.5900,foreign,,1945-05-09,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Кошице,48.7164,21.2611,foreign,,1945-01-19,,Чехословакия,yes,,https://www.kosice.sk/mesto/z-historie-mesta-kosice-20-storocie-1945,237-я и 318-я стрелковые дивизии 18-й армии 4-го Украинского фронта
Михаловце,48.7500,21.9200,foreign,,1944-11-26,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Мукачево,48.4400,22.7147,foreign,,1944-10-27,,Чехословакия,yes,,https://ru.wikipedia.org/wiki/Восточно-Карпатская_операция,"Закарпатская Украина,  4-й Украинский фронт"
Нитра,48.3100,18.0900,foreign,,1945-03-30,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Оломоуц,49.5938,17.2509,foreign,,1945-05-08,,Чехословакия,yes,,https://ru.wikipedia.org/wiki/Пражская_операция,Накануне общей капитуляции Германии
Острава,49.8209,18.2625,foreign,,1945-04-30,,Чехословакия,yes,,https://www.denik.cz/regiony/osvobozeni-ostravy-76-let-vyroci/,4-й Украинский фронт совместно с чехословацкими частями; итог 2-месячной Моравско-Остравской операции
Пардубице,50.0400,15.7800,foreign,,1945-05-09,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Прешов,49.0018,21.2393,foreign,,1945-01-19,,Чехословакия,yes,,https://sk.wikipedia.org/wiki/Oslobodenie_%C4%8Cesko-Slovenska,Взят одновременно с Кошице
Табор,49.4100,14.6600,foreign,,1945-05-09,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Тренчин,48.8900,18.0400,foreign,,1945-04-10,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Ужгород,48.6208,22.2879,foreign,,1944-10-28,,Чехословакия,yes,,https://ru.wikipedia.org/wiki/Восточно-Карпатская_операция,"Закарпатская Украина,  4-й Украинский фронт"
Усти-над-Лабем,50.6600,14.0400,foreign,,1945-05-09,,Чехословакия,yes,,хроника наступательных операций РККА 1944-1945; где город есть в справочнике - сверено с ним,
Белград,44.7866,20.4489,foreign,,1944-10-20,1944-10-20:empire;1945-05-15:foreign,Югославия,yes,,https://ru.wikipedia.org/wiki/Белградская_операция,советские войска выведены в мае 1945 - Югославия дальше не под советским контролем. 3-й Украинский фронт совместно с НОАЮ; СССР вывел войска из Югославии к маю 1945
Неготин,44.2286,22.5300,foreign,,1944-09-30,1944-09-30:empire;1945-05-15:foreign,Югославия,yes,,https://www.subnor.org.rs/obelezeni-dan-stradanja-kpo-i-dan-oslobodjenja-negotina-i-krajine-od-fasizma-1944-godine,"советские войска выведены в мае 1945 - Югославия дальше не под советским контролем. Восточная Сербия,  начало Белградской операции"
Ниш,43.3209,21.8958,foreign,,1944-10-14,1944-10-14:empire;1945-05-15:foreign,Югославия,yes,,https://ru.wikipedia.org/wiki/Белградская_операция,советские войска выведены в мае 1945 - Югославия дальше не под советским контролем. Перерезан путь отхода немецкой группы армий Е с Балкан
Нови-Сад,45.2671,19.8335,foreign,,1944-10-23,1944-10-23:empire;1945-05-15:foreign,Югославия,yes,,https://www.dnevnik.rs/novi-sad/23-oktobar-1944-godine-dan-kada-je-sloboda-stigla-u-novi-sad-23-10-2020,советские войска выведены в мае 1945 - Югославия дальше не под советским контролем. Флаг на ратуше водружён партизанами Новисадского отряда 23.10.1944
Суботица,46.1000,19.6650,foreign,,1944-10-10,1944-10-10:empire;1945-05-15:foreign,Югославия,yes,,https://www.subnor.org.rs/subotica-3,советские войска выведены в мае 1945 - Югославия дальше не под советским контролем. Суботицкий партизанский отряд совместно с частями Красной армии
Аугсбург,48.3700,10.9000,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Бад-Ишль,47.7100,13.6200,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Байройт,49.9500,11.5800,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Баня-Лука,44.7700,17.1900,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Брауншвейг,52.2700,10.5200,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Брегенц,47.5000,9.7500,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Бремен,53.0800,8.8100,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Веймар,50.9800,11.3200,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Висмар,53.8900,11.4600,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Галле,51.5000,11.9700,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Гамбург,53.5500,9.9900,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Ганновер,52.3700,9.7300,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Гера,50.8800,12.0800,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Гёттинген,51.5300,9.9400,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Дортмунд,51.5100,7.4700,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Загреб,45.8100,15.9800,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Зальцбург,47.8000,13.0400,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Ивало,68.6600,27.5400,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
Инсбрук,47.2700,11.3900,foreign,,,,вне советской зоны,yes,,в зону советского контроля в окне 1941-1945 не входил,"опора поля, не событие"
