reg,frm,to,kind,name,act,src,clip,comment
PERSIA_MAHABAD,1911-01-01,1914-12-31,оккупация,Персия: Суджбулаг (Мехабад),пост не позже 1910 года (Allen-Muratoff); очищен при отходе в декабре 1914 (Корсун 1940),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_ARDABIL,1910-07-01,1918-03-01,оккупация,Персия: Ардебиль,500 русских солдат в Ардебиле в июле 1910 (Browne); Ардебильский отряд до эвакуации,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_QAZVIN,1909-06-28,1918-03-01,оккупация,Персия: Казвин,авангард экспедиции в Казвине 28.06(11.07).1909 (Browne); с 1915 года штаб корпуса Баратова,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_RASHT,1909-06-25,1918-03-01,оккупация,Персия: Решт,"высадка в Энзели 25.06(08.07).1909, авангард уже в Реште (Browne)",розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_ANZALI,1909-06-25,1918-03-01,оккупация,Персия: Энзели,высадка 1800-2000 казаков 25.06(08.07).1909 (Browne),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_MASHHAD,1912-03-16,1918-03-01,оккупация,Персия: Мешхед,"русские войска обстреляли святыню имама Резы 16(29).03.1912 - гарнизон не позже этого дня; в 1913 году 13-й Туркестанский полк выведен, семиреченские казаки остались (Blue Book)",розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_HAMADAN,1915-12-02,1916-07-28,оккупация,Персия: Хамадан,занят 02.12.1915 (Масловский); оставлен в ночь на 28.07(10.08).1916 (Allen-Muratoff),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_HAMADAN,1917-02-17,1918-03-01,оккупация,Персия: Хамадан,отбит 17.02.1917 (Корсун 1946),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_KERMANSHAH,1916-02-13,1916-06-19,оккупация,Персия: Керманшах,вошли 13.02.1916 (Масловский); оставлен в ночь на 20.06.1916,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_KERMANSHAH,1917-02-25,1918-03-01,оккупация,Персия: Керманшах,«25 февраля ... русские заняли весь район Керманшаха» (Корсун 1946),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_SANANDAJ,1916-02-25,1916-06-18,оккупация,Персия: Сенне (Сенендедж),занят 25.02.1916 (Масловский); турецкий отряд вошёл 18.06(01.07).1916 (Allen-Muratoff),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_SANANDAJ,1917-02-20,1918-03-01,оккупация,Персия: Сенне (Сенендедж),занят 20.02.1917 (Корсун 1946),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_BIJAR,1916-02-19,1916-06-18,оккупация,Персия: Бижар,занят 19.02.1916; казачий полк отошёл к Хамадану 18.06(01.07).1916 (Allen-Muratoff),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_NAHAVAND,1916-01-26,1916-07-25,оккупация,Персия: Нехавенд,противник отброшен 26.01.1916; отход около 25.07(07.08).1916 (Allen-Muratoff),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_KANGAVAR,1915-12-31,1916-07-25,оккупация,Персия: Кянгавар,взят с боем 31.12.1915; оставлен 25-26.07.1916,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_KANGAVAR,1917-02-25,1918-03-01,оккупация,Персия: Кянгавар,на шоссе Хамадан - Керманшах: к 25.02.1917 занят весь район Керманшаха,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_HARSIN,1916-02-11,1916-07-23,оккупация,Персия: Бисотун,занят 11.02.1916; бой у Бисотуна 23.07(05.08).1916,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_HARSIN,1917-02-25,1918-03-01,оккупация,Персия: Бисотун,на шоссе Хамадан - Керманшах,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_ASADABAD,1915-12-12,1916-07-28,оккупация,Персия: Асадабад,очищен 12.12.1915; позиции оставлены в ночь на 28.07(10.08).1916,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_ASADABAD,1917-02-25,1918-03-01,оккупация,Персия: Асадабад,на шоссе Хамадан - Керманшах,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_DALAHU,1916-04-16,1916-06-15,оккупация,Персия: Керинд,взят с боем 16.04.1916; отход в ночь на 15(28).06.1916 (Allen-Muratoff),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_QASR,1916-04-21,1916-05-24,оккупация,Персия: Каср-и-Ширин,взят с боем 21.04.1916 (Корсун 1946); общий отход начат 24.05(06.06).1916 (Allen-Muratoff),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_ANZALI,1920-05-18,1921-09-08,оккупация,Гилян: Энзели,"десант Волжско-Каспийской флотилии (Раскольников) 18.05.1920: британский гарнизон ушёл по ультиматуму, в порту встали советский экспедиционный корпус и флотилия; вывод советских войск из Гиляна завершён 08.09.1921","Encyclopaedia Iranica, «Jangali movement» (P. Dailami); M. Rezun, The Soviet Union and Iran (1981), p. 17; П. Аптекарь, «Красное солнце. Секретные восточные походы РККА»; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_gilyan_1920-1921_2026-09-22.md",,"Гилян 1920-1921 (22.09.2026): советский десант в Энзели и вывод
войск; до 18.03.1921 окно держит слой зон через occupation_geom, после -
правка позднего окна (LATE_EDITS)"
ANAT_KARS_1828,1828-06-23,1830-06-14,оккупация,Карсский пашалык,Карс взят 23.06.1828; пашалыком правил начальник Карсского пашалыка полк. кн. Бекович-Черкасский,"АКАК т. 7; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_ARDAHAN_1828,1828-08-22,1830-06-14,оккупация,Ардаган (юго-запад Ахалцихского пашалыка),"Ардаган взят 22.08.1828, гарнизон ген. Бергмана","АКАК т. 7; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_BAYAZET_1828,1828-08-27,1830-06-14,оккупация,Баязетский пашалык,"кн. Чавчавадзе занял Баязет 27-28.08.1828 с приказом «занять пашалык сей, как и главный город»; временное правление в Баязете","АКАК т. 7; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_ERZURUM_1829,1829-06-27,1830-06-14,оккупация,Эрзерум,цитадель сдана 27.06.1829 в 18:30; Временное правление Эрзерумское (главный начальник пашалыка ген.-м. Панкратьев),"АКАК т. 7; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_ERZURUM_SANJ_1829,1829-06-27,1830-06-14,оккупация,санджаки Эрзерумского правления,"восемь покорившихся санджаков: Верхний и Нижний Пасин, Тортум, Нариман, Терджан, Эрзинган, Хныс и окрестности города; отряды посланы «для занятия» Хныса, Ашкале и Терджана сразу после взятия Эрзерума; Испир и Олту не подтвердились","АКАК т. 7; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_BAYBURT_1829,1829-07-25,1829-08-23,оккупация,Байбурт,"Паскевич в Байбурте 25.07.1829, «открыто новое временное управление»; крепость взорвана и гарнизон выведен около 23.08.1829","АКАК т. 7; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_CILDIR_1855,1855-06-06,1856-07-28,оккупация,Чалдырский санджак,местное управление под российской властью к 06.06.1855,"АКАК т. 11; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_ZARUSAD_1855,1855-06-08,1856-07-28,оккупация,Зарушадский и Шурагельский санджаки,под российской властью к 08.06.1855,"АКАК т. 11; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_KAGIZMAN_1855,1855-07-09,1856-07-28,оккупация,Кагызманский санджак,начальник санджака Ахмед-ага с 09.07.1855,"АКАК т. 11; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_KARS_OBL_1855,1855-11-16,1856-07-28,оккупация,Карсская область 1855-1856,"Карс капитулировал 16.11.1855; «Положение» о Карсской области 19.11.1855, начальник - Лорис-Меликов с 21.11.1855; три округа - Карсский, Ардаганский, Ольтинский; крепость передана туркам 25.07.1856, вывод 28-29.07.1856","АКАК т. 11; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
KARS_ARDAHAN_1877,1877-05-05,,территория,Ардаган,Ардаган взят 05.05.1877 и остался за империей (Берлинский трактат 01.07.1878),"Allen & Muratoff; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
KARS_KARS_1877,1877-11-06,,территория,Карс,Карс взят штурмом 06.11.1877 и остался за империей (Берлинский трактат 01.07.1878),"Allen & Muratoff; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_BAYAZET_1877,1877-04-17,1877-06-29,оккупация,Баязет 1877,Баязет занят 17.04.1877; оставлен после деблокады 29.06.1877,"Allen & Muratoff; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_ALASHKERT_1877,1877-05-08,1877-06-29,оккупация,Алашкертская долина 1877,Каракилиса занята 08(20).05.1877 отрядом Тергукасова; оставлена при его отходе 29.06.1877,"Allen & Muratoff; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_ERZURUM_OBL_1877,1877-10-01,1878-09-07,оккупация,Эрзурумская область 1877-1878,"военное губернаторство «Эрзурумская область» с 01.10.1877: округа Баязет, Элешкирт, Хоросан, Хасан-Кале (Пасин); по Берлинскому трактату возвращены Турции, Эрзурум сдан 07(19).09.1878","Turan 2025 (скачано); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
ANAT_ERZURUM_1878,1878-02-08,1878-09-07,оккупация,Эрзурум 1878,по перемирию войска вошли в Эрзурум 08-10.02.1878; город сдан туркам 07(19).09.1878 в 17:00,"Allen & Muratoff; Turan 2025; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
TRANSCASPIA,1884-02-01,,территория,Закаспийская область (Мерв),присяга мервских старшин 01.02.1884 (Геок-Тепе 12.01.1881),Терентьев М.А. История завоевания Средней Азии т. 3,,
PAMIR,1895-02-27,,территория,Памир,русско-британское разграничение на Памире 27.02.1895,протоколы разграничительной комиссии 1895,,
BURYAT_LAND,1727-08-20,,территория,Бурятия и Забайкалье,"Буринский трактат 20.08.1727 разграничил земли между империей и Цинами по линии от Кяхты; демаркация - ПСЗРИ т. VII № 5180 (восток) и № 5189 (запад, 24 маяка с росписью бурятских родов-караульщиков)","ПСЗРИ т. VII № 5143 (Буринский трактат), № 5180, № 5189; разбор MAP-MATERIALS/loop_2026-09-03/D2_hubsugul.md. ПАРНОЕ добавление к вычитанию BURYAT_LAND: контур источника 1715 г. не держит Кяхту и пограничную полосу, и после снятия вычитания они оставались чёрными (правило «вычел - верни», HANDOFF)",,
TUVA,1914-04-04,,протекторат,Урянхайский край,протекторат над Урянхайским краем 04.04.1914,телеграмма Николая II 04.04.1914; Белоцарск основан 1914,,
